date,title,artist,weeks,current,peak,previous,,
2013/7/20,Girls Rule,Nogizaka46,3,1,1,67,,
2013/7/20,Ahead,The Vamps,1,2,0,0,,
2013/7/20,Dear Angie(Anata Ha Makenai),Mariya Takeuchi,4,3,3,10,,
2013/7/20,Taisetsu Na Mono Ha Kimi Igai Miataranakute,flumpool,2,4,4,58,,
2013/7/20,Genjyo Destruction,SPYAIR,1,5,0,0,,
2013/7/20,Hold Me,Tom Odell,4,6,6,51,,
2013/7/20,Natsumi,Aoi Yamasaki,3,7,7,61,,
2013/7/20,Diamond In Your Heart,Tokyo Ska Paradise Orchestra,3,8,8,38,,
2013/7/20,Burning Love,Che'Nelle,2,9,9,72,,
2013/7/20,Koyomi No Ue Deha December,Ameyoko Jyogakuen Geino Course,1,10,0,0,,
2013/7/13,Come On A My House,Hey! Say! JUMP,1,1,0,0,,
2013/7/13,Issen Ichibyo,EXILE TAKAHIRO,1,2,0,0,,
2013/7/13,Takane No Hanako San,back number,4,3,3,18,,
2013/7/13,Little Numbers,BOY,7,4,4,5,,
2013/7/13,Koi No Maryoku,KOH+,5,5,5,23,,
2013/7/13,Flower Song,EXILE,5,6,2,2,,
2013/7/13,Solange,Ayano Uema,4,7,4,4,,
2013/7/13,Love Is In The Air,AAA,1,8,0,0,,
2013/7/13,Bokura No Yuriika,NMB48,2,9,1,1,,
2013/7/13,Dear Angie(Anata Ha Makenai),Mariya Takeuchi,3,10,10,60,,
2013/7/6,Bokura No Yuriika,NMB48,1,1,0,0,,
2013/7/6,Flower Song,EXILE,4,2,2,22,,
2013/7/6,Love & Girls,Shojo Jidai,3,3,3,43,,
2013/7/6,Solange,Ayano Uema,3,4,4,25,,
2013/7/6,Little Numbers,BOY,6,5,5,8,,
2013/7/6,Scarlet,Sukima Switch,3,6,6,38,,
2013/7/6,Upturn,Lead,1,7,0,0,,
2013/7/6,I WANNA DANCE,SUPER JUNIOR DONGHAE & EUNHYUK,1,8,0,0,,
2013/7/6,Last Love,Rihwa,3,9,9,11,,
2013/7/6,Stars Love Ration,Kerakera,8,10,7,12,,
2013/6/29,Namida No Kotae,Kanjani 8,2,1,1,76,,
2013/6/29,Ocean,Tohoshinki,1,2,0,0,,
2013/6/29,Joy!!,SMAP,5,3,1,1,,
2013/6/29,1%,Tomoni Itano,2,4,4,87,,
2013/6/29,1 2 3(Koi Ga Hajimaru),Ikimono-gakari,6,5,5,5,,
2013/6/29,CRYSTAL TIME,Tokiya Ichinose (Mamoru Miyaano),1,6,0,0,,
2013/6/29,Believe,Kana Nishino,2,7,7,7,,
2013/6/29,Little Numbers,BOY,5,8,8,11,,
2013/6/29,GLORY DAYS,D DATE,2,9,9,35,,
2013/6/29,Hitorigoto Bana,LUHICA,3,10,10,53,,
2013/6/22,Joy!!,SMAP,4,1,1,10,,
2013/6/22,Sayonara Crawl,AKB48,4,2,1,2,,
2013/6/22,REM,Mr. Children,4,3,3,5,,
2013/6/22,Endless Game,Arashi,2,4,1,1,,
2013/6/22,1 2 3(Koi Ga Hajimaru),Ikimono-gakari,5,5,5,30,,
2013/6/22,Tonight,Kim Hyun Joong,1,6,0,0,,
2013/6/22,Believe,Kana Nishino,1,7,0,0,,
2013/6/22,Contrail,Namie Amuro,7,8,8,15,,
2013/6/22,Te Wo Tsunago,Shiritsu Ebisu Chugaku,1,9,0,0,,
2013/6/22,Get Lucky,Daft Punk Featuring Pharrell Williams,7,10,6,12,,
2013/6/15,Endless Game,Arashi,1,1,0,0,,
2013/6/15,Sayonara Crawl,AKB48,3,2,1,1,,
2013/6/15,GIVE ME LOVE,2PM,1,3,0,0,,
2013/6/15,Irohani Hoheto,Ringo Sheena,7,4,4,42,,
2013/6/15,REM,Mr. Children,3,5,5,31,,
2013/6/15,Akai Kutsu,Salley,5,6,6,8,,
2013/6/15,Message,Leo Ieiri,9,7,4,4,,
2013/6/15,Akan,Tiina Kariina,5,8,8,13,,
2013/6/15,Koto No Ha,Motohiro Hata,4,9,9,32,,
2013/6/15,Joy!!,SMAP,3,10,10,41,,
2013/6/8,Sayonara Crawl,AKB48,2,1,1,42,,
2013/6/8,Neko Tyudoku,Tego Masu,3,2,2,55,,
2013/6/8,Magic of Love,Perfume,4,3,3,21,,
2013/6/8,Message,Leo Ieiri,8,4,4,15,,
2013/6/8,Tsuki To Taiyo,Ketsumeishi,6,5,5,47,,
2013/6/8,Get Lucky,Daft Punk Featuring Pharrell Williams,5,6,6,16,,
2013/6/8,Glad You Came,The Wanted,6,7,1,4,,
2013/6/8,Akai Kutsu,Salley,4,8,7,14,,
2013/6/8,Preserved Roses,T.M.Revolution × Nana Mizuki,3,9,1,1,,
2013/6/8,"Awanai Tsumori No,Genki Dene",SCANDAL,2,10,10,89,,
2013/6/1,Preserved Roses,T.M.Revolution × Nana Mizuki,2,1,1,20,,
2013/6/1,FACE to Face,Kat-Tun,2,2,2,0,,
2013/6/1,Invader Invader,Kyary Pamyu Pamyu,7,3,3,4,,
2013/6/1,Glad You Came,The Wanted,5,4,1,1,,
2013/6/1,Love You More,GENERATIONS from EXILE TRIBE,1,5,0,0,,
2013/6/1,Onaji Sora No Shita,Yu Takahashi,2,6,6,14,,
2013/6/1,Stars Love Ration,Kerakera,3,7,7,11,,
2013/6/1,Koi Suru Kisetsu,Naoto Inti Raymi,9,8,1,5,,
2013/6/1,Sara Sara,Spitz,8,9,9,31,,
2013/6/1,RPG,SEKAI NO OWARI,4,10,1,2,,
2013/5/25,Glad You Came,The Wanted,4,1,1,6,,
2013/5/25,RPG,SEKAI NO OWARI,3,2,1,1,,
2013/5/25,sister's noise,fripSide,1,3,0,0,,
2013/5/25,Invader Invader,Kyary Pamyu Pamyu,6,4,4,97,,
2013/5/25,Koi Suru Kisetsu,Naoto Inti Raymi,8,5,1,3,,
2013/5/25,Mama He,AI,4,6,6,37,,
2013/5/25,Akai Kutsu,Salley,2,7,7,47,,
2013/5/25,Gyagu,Gen Hoshino,1,8,0,0,,
2013/5/25,Magic of Love,Perfume,2,9,9,26,,
2013/5/25,Miracle,miwa,3,10,4,4,,
2013/5/18,RPG,SEKAI NO OWARI,2,1,1,22,,
2013/5/18,Real Sexy!,Sexy Zone,1,2,0,0,,
2013/5/18,Koi Suru Kisetsu,Naoto Inti Raymi,7,3,1,6,,
2013/5/18,Miracle,miwa,2,4,4,4,,
2013/5/18,Soredemo Ikite Iku,EXILE ATSUSHI & Nobuyuki Tsujii,1,5,0,0,,
2013/5/18,Glad You Came,The Wanted,3,6,6,83,,
2013/5/18,SPARK,Sandaime J Soul Brothers from EXILE TRIBE,3,7,3,3,,
2013/5/18,"Yu,San san",Creephyp,3,8,8,36,,
2013/5/18,North Of Eden,Kyosuke Himuro,4,9,9,0,,
2013/5/18,Get Lucky,Daft Punk Featuring Pharrell Williams,2,10,9,9,,
2013/5/11,Heso Magari,Kanjani 8,2,1,1,52,,
2013/5/11,Koko Ni Shika Nai Keshiki,Kanjani 8,1,2,0,0,,
2013/5/11,SPARK,Sandaime J Soul Brothers from EXILE TRIBE,2,3,3,50,,
2013/5/11,Miracle,miwa,1,4,0,0,,
2013/5/11,Maji LOVE 2000%,ST RISH,1,5,0,0,,
2013/5/11,Koi Suru Kisetsu,Naoto Inti Raymi,6,6,1,1,,
2013/5/11,Blind Love,CNBLUE,1,7,0,0,,
2013/5/11,Here's To Never Growing Up,Avril Lavigne,1,8,0,0,,
2013/5/11,Get Lucky,Daft Punk Featuring Pharrell Williams,1,9,0,0,,
2013/5/11,Thank You!,765 MILLIONSTARS,1,10,0,0,,
2013/5/4,Koi Suru Kisetsu,Naoto Inti Raymi,5,1,1,6,,
2013/5/4,Brainstorming,Morning Musume,1,2,0,0,,
2013/5/4,reunion,ClariS,1,3,0,0,,
2013/5/4,It's A Beautiful Day,Michael Buble,6,4,4,16,,
2013/5/4,One More Time,Kazuyoshi Saito,6,5,5,15,,
2013/5/4,Hyo[PANTHER],Yukino,4,6,6,48,,
2013/5/4,Tanjyoubi Niwa Masshiro Na Yuri Wo,Masaharu Fukuyama,8,7,1,1,,
2013/5/4,4gatu No Ame,Aiko,1,8,0,0,,
2013/5/4,Ikaros,GReeeeN,3,9,9,29,,
2013/5/4,Love Story,Miliyah Kato×Shota Shimizu,3,10,10,18,,
2013/4/27,Tanjyoubi Niwa Masshiro Na Yuri Wo,Masaharu Fukuyama,7,1,1,6,,
2013/4/27,Kono Namida Wo Kimi Ni Sasagu,No Name,1,2,0,0,,
2013/4/27,Aitai,Shikao Suga,6,3,3,4,,
2013/4/27,Exile Pride [Konna Sekai Wo Aisuru Tame],EXILE,3,4,2,2,,
2013/4/27,Magic Color,AMIAYA,3,5,5,5,,
2013/4/27,Koi Suru Kisetsu,Naoto Inti Raymi,4,6,6,21,,
2013/4/27,Kanon,Mamoru Miyano,1,7,0,0,,
2013/4/27,(Where's) The Silent Majority?,Yu Takahashi,2,8,8,29,,
2013/4/27,Koi Ni Ochite,Sid,1,9,0,0,,
2013/4/27,Ninjyari Ban Ban,Kyary Pamyu Pamyu,9,10,1,3,,
2013/4/20,Jane Doe,Minami Takahashi,1,1,0,0,,
2013/4/20,Exile Pride [Konna Sekai Wo Aisuru Tame],EXILE,2,2,2,10,,
2013/4/20,Ninjyari Ban Ban,Kyary Pamyu Pamyu,8,3,1,4,,
2013/4/20,Aitai,Shikao Suga,5,4,4,26,,
2013/4/20,Magic Color,AMIAYA,2,5,5,25,,
2013/4/20,Tanjyoubi Niwa Masshiro Na Yuri Wo,Masaharu Fukuyama,6,6,6,79,,
2013/4/20,Crazy Kanzen Na Otona,C-ute,1,7,0,0,,
2013/4/20,Dreamer's High,RADWIMPS,4,8,3,3,,
2013/4/20,Ki Su U Ma I [Kiss Your Mind],Kis-My-Ft2,2,9,1,1,,
2013/4/20,Suit & Tie,Justin Timberlake Featuring JAY Z,12,10,4,7,,
2013/4/13,Ki Su U Ma I [Kiss Your Mind],Kis-My-Ft2,1,1,0,0,,
2013/4/13,Bye Bye Happy Days!,KARA,1,2,0,0,,
2013/4/13,Dreamer's High,RADWIMPS,3,3,3,14,,
2013/4/13,Ninjyari Ban Ban,Kyary Pamyu Pamyu,7,4,1,1,,
2013/4/13,Hitomi No Melody,Boyfriend,1,5,0,0,,
2013/4/13,You Are My Life,FTISLAND,1,6,0,0,,
2013/4/13,Suit & Tie,Justin Timberlake Featuring JAY Z,11,7,4,4,,
2013/4/13,Shimauta,THE BOOM,3,8,8,12,,
2013/4/13,Bang Bang,Mani,6,9,9,16,,
2013/4/13,Exile Pride [Konna Sekai Wo Aisuru Tame],EXILE,1,10,0,0,,
2013/4/6,Ninjyari Ban Ban,Kyary Pamyu Pamyu,6,1,1,4,,
2013/4/6,Suki! Suki! Skip!,HKT48,1,2,0,0,,
2013/4/6,Banisuta!,T-ara,1,3,0,0,,
2013/4/6,Suit & Tie,Justin Timberlake Featuring JAY Z,10,4,4,24,,
2013/4/6,Yin Yang,Keisuke Kuwata,4,5,2,2,,
2013/4/6,Because We Can,Bon Jovi,11,6,5,5,,
2013/4/6,How We Do (Party),Rita Ora,6,7,5,10,,
2013/4/6,Kimi No Na Wa Kibou,Nogizaka46,2,8,3,3,,
2013/4/6,Sakura,Ketsumeishi,7,9,9,58,,
2013/4/6,Big Boys Cry,Namie Amuro,4,10,4,9,,
2013/3/30,Ke-Sera-Sera,Tomohisa Yamashita,4,1,1,10,,
2013/3/30,Yin Yang,Keisuke Kuwata,3,2,2,17,,
2013/3/30,Kimi No Na Wa Kibou,Nogizaka46,1,3,0,0,,
2013/3/30,Ninjyari Ban Ban,Kyary Pamyu Pamyu,5,4,4,56,,
2013/3/30,Because We Can,Bon Jovi,10,5,5,25,,
2013/3/30,Calling,Arashi,2,6,1,1,,
2013/3/30,Fire,SHINee,1,7,0,0,,
2013/3/30,Nagareboshi,N.O.B.U!!,2,8,8,71,,
2013/3/30,Big Boys Cry,Namie Amuro,3,9,4,4,,
2013/3/30,How We Do (Party),Rita Ora,5,10,5,5,,
2013/3/23,Calling,Arashi,1,1,0,0,,
2013/3/23,Breathless,Arashi,1,2,0,0,,
2013/3/23,Sayonara Ni Sayonara,Tegomass,1,3,0,0,,
2013/3/23,Big Boys Cry,Namie Amuro,2,4,4,29,,
2013/3/23,How We Do (Party),Rita Ora,4,5,5,19,,
2013/3/23,Matataku Hoshi No Shita De,Pornograffitti,1,6,0,0,,
2013/3/23,Arigatou,Funky Monkey Babys,2,7,3,3,,
2013/3/23,Sakura Color,GReeeeN,3,8,7,7,,
2013/3/23,All Alone With You,EGOIST,2,9,9,51,,
2013/3/23,Ke-Sera-Sera,Tomohisa Yamashita,3,10,10,59,,
2013/3/16,Mistake!,SMAP,4,1,1,2,,
2013/3/16,Mirai No Museum,Perfume,3,2,2,31,,
2013/3/16,Arigatou,Funky Monkey Babys,1,3,0,0,,
2013/3/16,So long!,AKB48,3,4,1,1,,
2013/3/16,Tasogare Diary,Mariya Takeuchi,3,5,5,20,,
2013/3/16,Battery,SMAP,1,6,0,0,,
2013/3/16,Sakura Color,GReeeeN,2,7,7,14,,
2013/3/16,Only One,BoA,3,8,8,50,,
2013/3/16,Spectrum,Zedd Featuring Matthew Koma,6,9,4,4,,
2013/3/16,Dreamer,JUJU,3,10,10,17,,
2013/3/9,So long!,AKB48,2,1,1,42,,
2013/3/9,Mistake!,SMAP,3,2,2,23,,
2013/3/9,Emotions,Man With A Mission,1,3,0,0,,
2013/3/9,Spectrum,Zedd Featuring Matthew Koma,5,4,4,4,,
2013/3/9,"THE NEVER ENDING STORY""Kimi Ni Himitsu Wo Oshieyou""",E-Girls,1,5,0,0,,
2013/3/9,Slide 'n' Step,KEITA,3,6,6,37,,
2013/3/9,beautiful,Ayaka,2,7,7,63,,
2013/3/9,Voice,AI,6,8,2,2,,
2013/3/9,Ima Wo Ikiteku,ASIAN KUNG-FU GENERATION,2,9,9,96,,
2013/3/9,My Resistance[Tashikana Mono],Kis-My-Ft2,2,10,1,1,,
2013/3/2,My Resistance[Tashikana Mono],Kis-My-Ft2,1,1,0,0,,
2013/3/2,Voice,AI,5,2,2,13,,
2013/3/2,Shigure No Minato,Kiyoshi Hikawa,1,3,0,0,,
2013/3/2,Spectrum,Zedd Featuring Matthew Koma,4,4,4,5,,
2013/3/2,We Are Young,fun. Featuring Janelle Monae,24,5,5,26,,
2013/3/2,Sakura Thank You,Idoling!!!,1,6,0,0,,
2013/3/2,PERFECT BLUE,Base Ball Bear,2,7,7,48,,
2013/3/2,Music,Sakanaction,5,8,1,7,,
2013/3/2,Shooting Star,Cream,3,9,9,30,,
2013/3/2,Somebody That I Used To Know,Gotye Featuring Kimbra,20,10,10,70,,
2013/2/23,EXPOSE,Kat-Tun,2,1,1,66,,
2013/2/23,shortcake,Yuki Kashiwagi,1,2,0,0,,
2013/2/23,MADE OF GOLD,DREAMS COME TRUE featuring DABADA,2,3,3,92,,
2013/2/23,Choco No Dorei,SKE48,2,4,1,1,,
2013/2/23,Spectrum,Zedd Featuring Matthew Koma,3,5,5,23,,
2013/2/23,Sakura No Koe,moto,3,6,6,29,,
2013/2/23,Music,Sakanaction,4,7,1,5,,
2013/2/23,Namida Wo Buttobase!!,Keisuke Kuwata,2,8,8,17,,
2013/2/23,TRY AGAIN,Mai Kuraki,1,9,0,0,,
2013/2/23,Call Me Maybe,Carly Rae Jepsen,44,10,3,18,,
2013/2/16,Choco No Dorei,SKE48,1,1,0,0,,
2013/2/16,kimini 100percent,Kyary Pamyu Pamyu,2,2,2,39,,
2013/2/16,Die Young,Ke$ha,17,3,3,13,,
2013/2/16,ANIMAL,GENERATIONS from EXILE TRIBE,1,4,0,0,,
2013/2/16,Music,Sakanaction,3,5,1,1,,
2013/2/16,Furisodation,Kyary Pamyu Pamyu,4,6,6,52,,
2013/2/16,BLOODY STREAM,Coda,2,7,7,16,,
2013/2/16,Dear Heaven,Sayaka Shionoya,4,8,3,3,,
2013/2/16,Irotoridori,Yuzu,1,9,0,0,,
2013/2/16,Try Again,GILLE,3,10,10,44,,
2013/2/9,Music,Sakanaction,2,1,1,15,,
2013/2/9,Help me!!,Morning Musume,1,2,0,0,,
2013/2/9,Dear Heaven,Sayaka Shionoya,3,3,3,10,,
2013/2/9,Yukiyanagi,Tesuya Matsumoto,3,4,4,17,,
2013/2/9,Live While We're Young,One Direction,18,5,5,9,,
2013/2/9,REASON,Yuzu,4,6,2,4,,
2013/2/9,Miss you,AAA,1,7,0,0,,
2013/2/9,Schedar,Junk Fujiyama,3,8,8,16,,
2013/2/9,Locked Out Of Heaven,Bruno Mars,17,9,9,41,,
2013/2/9,Promise You,Super Junior K.R.Y,1,10,0,0,,
2013/2/2,Catch Me-If you wanna-,Tohoshinki,2,1,1,62,,
2013/2/2,"Whistle""Kimi To Sugoshita Hibi""",miwa,2,2,2,49,,
2013/2/2,Kirigirisu Jin,No sleeves,2,3,3,91,,
2013/2/2,REASON,Yuzu,3,4,2,2,,
2013/2/2,Ouja No Kyujitsu,KREVA,2,5,5,15,,
2013/2/2,Deeper Deeper,ONE OK ROCK,2,6,3,3,,
2013/2/2,Ume,Shiritsu Ebisu Chugaku,1,7,0,0,,
2013/2/2,Inochi No Rhythm,DANCE EARTH PARTY,2,8,8,48,,
2013/2/2,Live While We're Young,One Direction,17,9,8,34,,
2013/2/2,Dear Heaven,Sayaka Shionoya,2,10,8,8,,
2013/1/26,Mystery Virgin,Ryosuke Yamada,1,1,0,0,,
2013/1/26,REASON,Yuzu,2,2,2,47,,
2013/1/26,Deeper Deeper,ONE OK ROCK,1,3,0,0,,
2013/1/26,Jinsei Wahaha!,Fudanjuku,1,4,0,0,,
2013/1/26,SING YOUR SONG,The Bawdies,1,5,0,0,,
2013/1/26,Moshimo Watashi Ga Sora Ni Sundeitara,Misaki Iwasa,1,6,0,0,,
2013/1/26,Do It Like That,Ricki-Lee,1,7,0,0,,
2013/1/26,Dear Heaven,Sayaka Shionoya,1,8,0,0,,
2013/1/26,Dance My Generation,Golden Bomber,2,9,1,1,,
2013/1/26,GET YOU,BiS To Dorothy Little Happy,1,10,0,0,,
2013/1/19,Dance My Generation,Golden Bomber,1,1,0,0,,
2013/1/19,Memeshikute,Golden Bomber,12,2,2,39,,
2013/1/19,Kaze Ga Fuiteiru,Ikimono-gakari,16,3,3,34,,
2013/1/19,"Saraba, Itoshiki Kanashimi Tachiyo",Momoiro Clover Z,7,4,1,23,,
2013/1/19,Seifuku No Mannequin,Nogizaka46,4,5,1,1,,
2013/1/19,Sakuranagashi,Hikaru Utada,8,6,2,27,,
2013/1/19,Say!! Ippai,Erena Ono,4,7,7,37,,
2013/1/19,Koishikute,Kumi Koda,4,8,8,45,,
2013/1/19,Call Me Maybe,Carly Rae Jepsen,39,9,3,41,,
2013/1/19,Reversi,UVERworld,1,10,0,0,,
2013/1/12,Seifuku No Mannequin,Nogizaka46,3,1,1,1,,
2013/1/12,Yuki No Oto,GReeeeN,4,2,2,2,,
2013/1/12,Eien Pressure,AKB48,5,3,1,3,,
2013/1/12,Christmas Eve,Tatsuro Yamashita,6,4,4,4,,
2013/1/12,Robot,CNBLUE,2,5,5,5,,
2013/1/12,All I Want For Christmas Is You,Mariah Carey,9,6,6,6,,
2013/1/12,We Laugh We Dance We Cry,Rasmus Faber Featuring Linus Norda,6,7,7,7,,
2013/1/12,"Kissin' Christmas""Christmas Dakarajanai""",Keisuke Kuwata,4,8,8,8,,
2013/1/12,Happiness,AI,38,9,2,9,,
2013/1/12,Shinsekai,ACIDMAN,2,10,10,10,,
2013/1/5,Seifuku No Mannequin,Nogizaka46,2,1,1,60,,
2013/1/5,Yuki No Oto,GReeeeN,3,2,2,12,,
2013/1/5,Eien Pressure,AKB48,4,3,1,2,,
2013/1/5,Christmas Eve,Tatsuro Yamashita,5,4,4,40,,
2013/1/5,Robot,CNBLUE,1,5,0,0,,
2013/1/5,All I Want For Christmas Is You,Mariah Carey,8,6,6,17,,
2013/1/5,We Laugh We Dance We Cry,Rasmus Faber Featuring Linus Norda,5,7,7,28,,
2013/1/5,"Kissin' Christmas""Christmas Dakarajanai""",Keisuke Kuwata,3,8,8,42,,
2013/1/5,Happiness,AI,37,9,2,9,,
2013/1/5,Shinsekai,ACIDMAN,1,10,0,0,,
2012/12/29,WORLD QUEST,NEWS,2,1,1,61,,
2012/12/29,Eien Pressure,AKB48,3,2,1,1,,
2012/12/29,Sennen Zutto Sobani Ite..,SHINee,1,3,0,0,,
2012/12/29,Still,Lead,1,4,0,0,,
2012/12/29,"MELROSE""Aisanai Yakusoku""",EXILE ATSUSHI,2,5,2,2,,
2012/12/29,Pokopon Pekorya,NEWS,1,6,0,0,,
2012/12/29,The End of the Dream,LUNA SEA,1,7,0,0,,
2012/12/29,Bad Reputation,Avril Lavigne,3,8,8,51,,
2012/12/29,Happiness,AI,36,9,2,19,,
2012/12/29,Locked Out Of Heaven,Bruno Mars,11,10,10,16,,
2012/12/22,Eien Pressure,AKB48,2,1,1,97,,
2012/12/22,"MELROSE""Aisanai Yakusoku""",EXILE ATSUSHI,1,2,0,0,,
2012/12/22,Unmeiron,GLAY,1,3,0,0,,
2012/12/22,Yuki No Oto,GReeeeN,1,4,0,0,,
2012/12/22,JUSTICE[from]GUILTY,GLAY,5,5,5,63,,
2012/12/22,Kamihikoki,Kobukuro,6,6,2,2,,
2012/12/22,MONSTERS,The MONSTERS,3,7,1,1,,
2012/12/22,A Christmas Song,MONKEY MAJIK + Kazumasa Oda,2,8,8,76,,
2012/12/22,Namae No Nai Kaibutsu,EGOIST,2,9,9,91,,
2012/12/22,"Saraba, Itoshiki Kanashimi Tachiyo",Momoiro Clover Z,3,10,1,4,,
2012/12/15,MONSTERS,The MONSTERS,2,1,1,4,,
2012/12/15,Kamihikoki,Kobukuro,5,2,2,13,,
2012/12/15,Shiranai,Gen Hoshino,4,3,3,56,,
2012/12/15,"Saraba, Itoshiki Kanashimi Tachiyo",Momoiro Clover Z,2,4,1,1,,
2012/12/15,Girl On Fire,Alicia Keys,8,5,5,23,,
2012/12/15,Marshmallow day,Mr. Children,2,6,6,14,,
2012/12/15,Sakuranagashi,Hikaru Utada,3,7,2,2,,
2012/12/15,Kimi To Dance Dance Dance,Boyfriend,1,8,0,0,,
2012/12/15,Hikaru Mono Tachi,Mayu Watanabe,2,9,3,3,,
2012/12/15,Shiawase Ni Narutameni,Naoto Inti Raymi,2,10,10,75,,
2012/12/8,"Saraba, Itoshiki Kanashimi Tachiyo",Momoiro Clover Z,1,1,0,0,,
2012/12/8,Sakuranagashi,Hikaru Utada,2,2,2,4,,
2012/12/8,Hikaru Mono Tachi,Mayu Watanabe,1,3,0,0,,
2012/12/8,MONSTERS,The MONSTERS,1,4,0,0,,
2012/12/8,BRAVE IT OUT,GENERATIONS,1,5,0,0,,
2012/12/8,FLOWER POWER,Shojo Jidai,2,6,6,25,,
2012/12/8,V.I.P,Sid,2,7,7,66,,
2012/12/8,INNOCENCE,Eir Aoi,2,8,8,0,,
2012/12/8,Table Dancer,Keshia Chante,4,9,9,15,,
2012/12/8,Aoi Haru,back number,5,10,4,9,,
2012/12/1,AinoBeat,Kis-My-Ft2,1,1,0,0,,
2012/12/1,Masquerade,2PM,1,2,0,0,,
2012/12/1,"Powder Snow""Eien Ni Owaranai Fuyu""",Sandaime J Soul Brothers,2,3,3,76,,
2012/12/1,Sakuranagashi,Hikaru Utada,1,4,0,0,,
2012/12/1,Sexy Love,T-ara,1,5,0,0,,
2012/12/1,moyamoya,Ketsumeishi,1,6,0,0,,
2012/12/1,Beautiful World,LOVE PSYCHEDELICO,4,7,7,65,,
2012/12/1,Live While We're Young,One Direction,8,8,8,29,,
2012/12/1,Aoi Haru,back number,4,9,4,4,,
2012/12/1,Stray Heart,Green Day,5,10,10,13,,
2012/11/24,Kitagawa Kenji,NMB48,1,1,0,0,,
2012/11/24,UZA,AKB48,4,2,1,1,,
2012/11/24,THINK'BOUT IT!,THE SECOND from EXILE,2,3,3,24,,
2012/11/24,Aoi Haru,back number,3,4,4,20,,
2012/11/24,Answer,flumpool,4,5,5,58,,
2012/11/24,Always,Kana Nishino,1,6,0,0,,
2012/11/24,What Could Have Been Love,Aerosmith,4,7,7,47,,
2012/11/24,Hikari He,miwa,12,8,4,0,,
2012/11/24,Reverb,Yun chi,2,9,9,19,,
2012/11/24,DEEPNESS,Misia,1,10,0,0,,
2012/11/17,UZA,AKB48,3,1,1,59,,
2012/11/17,Missing Piece,Yuma Nakayama,1,2,0,0,,
2012/11/17,LEMONADE,The Bawdies,4,3,3,46,,
2012/11/17,Damage,Namie Amuro,2,4,4,27,,
2012/11/17,WARRIORS,Kyosuke Himuro,6,5,5,28,,
2012/11/17,Niji,AAA,1,6,0,0,,
2012/11/17,Dear Mr.Tomorrow,Motohiro Hata,4,7,7,58,,
2012/11/17,We Are Never Ever Getting Back Together,Taylor Swift,11,8,2,2,,
2012/11/17,VIVA! Nossa Nossa,Yusuke,1,9,0,0,,
2012/11/17,Force,Superfly,9,10,5,42,,
2012/11/10,Life is SHOW TIME,Sho Kiryuin from Golden Bomber,1,1,0,0,,
2012/11/10,We Are Never Ever Getting Back Together,Taylor Swift,10,2,2,6,,
2012/11/10,Hikarifuru,Kalafina,1,3,0,0,,
2012/11/10,Sun shower,Kaela Kimura,6,4,4,14,,
2012/11/10,Swagger Jagger,Cher Lloyd,4,5,5,8,,
2012/11/10,Fashion Monster,Kyary Pamyu Pamyu,7,6,2,2,,
2012/11/10,Heart Ni Hi Wo Tsukete,9mm Parabellum Bullet,2,7,7,0,,
2012/11/10,Halloween Party,HALLOWEEN JUNKY ORCHESTRA,2,8,3,3,,
2012/11/10,Akai Jonetsu,SUPER GiRLS,1,9,0,0,,
2012/11/10,Go to the top,Kumi Koda,1,10,0,0,,
2012/11/3,Electric Boy,KARA,2,1,1,15,,
2012/11/3,Fashion Monster,Kyary Pamyu Pamyu,6,2,2,4,,
2012/11/3,Halloween Party,HALLOWEEN JUNKY ORCHESTRA,1,3,0,0,,
2012/11/3,Ikujinashi No Masquerade,Rino Sashihara with Anrire,1,4,0,0,,
2012/11/3,Beautiful life,Masaharu Fukuyama,5,5,1,1,,
2012/11/3,We Are Never Ever Getting Back Together,Taylor Swift,9,6,6,22,,
2012/11/3,From Noon Till Dawn,Straightener Feat.Tabu Zombie & Kunikazu Tanaka,2,7,7,74,,
2012/11/3,Swagger Jagger,Cher Lloyd,3,8,8,34,,
2012/11/3,STEP!,Gospellers,3,9,9,92,,
2012/11/3,Call Me Maybe,Carly Rae Jepsen,28,10,3,14,,
2012/10/27,Beautiful life,Masaharu Fukuyama,4,1,1,5,,
2012/10/27,Dazzling Girl,SHINee,2,2,2,91,,
2012/10/27,Wakuteka Take a chance,Morning Musume,1,3,0,0,,
2012/10/27,Fashion Monster,Kyary Pamyu Pamyu,5,4,4,19,,
2012/10/27,Luminous,ClariS,1,5,0,0,,
2012/10/27,"Oyasumi Nakigoe, Sayonara Utahime",Creephyp,3,6,4,4,,
2012/10/27,Arigato,JUJU,2,7,7,12,,
2012/10/27,Romantist Taste,THE YELLOW MONKEY,1,8,0,0,,
2012/10/27,Follow Me,E-Girls,4,9,2,2,,
2012/10/27,Good Time,Owl City & Carly Rae Jepsen,16,10,2,11,,
2012/10/20,Sexy Summer Ni Yuki Ga Furu,Sexy Zone,2,1,1,45,,
2012/10/20,Follow Me,E-Girls,3,2,2,36,,
2012/10/20,Blow Me (One Last Kiss),P!nk,11,3,3,27,,
2012/10/20,"Oyasumi Nakigoe, Sayonara Utahime",Creephyp,2,4,4,46,,
2012/10/20,Beautiful life,Masaharu Fukuyama,3,5,5,53,,
2012/10/20,Purple Sky,Mitsu,1,6,0,0,,
2012/10/20,Oh!,Shojo Jidai,2,7,1,1,,
